address,LATITUDE,LONGITUDE
224 LOR 8 TOA PAYOH,1.341176079,103.8560662
764A WOODLANDS CIRCLE,1.445610648,103.7967806
764A WOODLANDS CIRCLE,1.44561188,103.7967774
633 HOUGANG AVE 8,1.369826072,103.8793174
372 TAMPINES ST 34,1.356442143,103.9580956
372 TAMPINES ST 34,1.356442145,103.9580956
407 SERANGOON AVE 1,1.34718613,103.8729682
407 SERANGOON AVE 1,1.347186123,103.8729682
122E RIVERVALE DR,1.38795725,103.9058522
418 SERANGOON CTRL,1.349680175,103.8752797
501A YISHUN ST 51,1.416583983,103.8404501
691A CHOA CHU KANG CRES,1.401157798,103.7514717
144 LOR AH SOO,1.351977155,103.8833135
866 YISHUN ST 81,1.414732287,103.837339
676 CHOA CHU KANG CRES,1.401916291,103.7461883
508A YISHUN AVE 4,1.414781932,103.8395516
201 BISHAN ST 23,1.355066862,103.8469461
201 BISHAN ST 23,1.355066869,103.8469461
503 SERANGOON NTH AVE 4,1.374001478,103.8765358
310 CANBERRA RD,1.447035608,103.8220987
310 CANBERRA RD,1.44703561,103.8220987
627 BT BATOK CTRL,1.351846127,103.74935
669A EDGEFIELD PLAINS,1.404909749,103.9139695
845 JURONG WEST ST 81,1.344576437,103.6918397
845 JURONG WEST ST 81,1.344860533,103.6916842
345 BT BATOK ST 34,1.362848815,103.7508432
345 BT BATOK ST 34,1.362848813,103.7508433
533 BT PANJANG RING RD,1.384955708,103.7637652
9 PINE CL,1.309469497,103.8824375
475 ANG MO KIO AVE 10,1.362662978,103.8565159
219 LOR 8 TOA PAYOH,1.342764332,103.8558726
219 LOR 8 TOA PAYOH,1.342764331,103.8558726
444 TAMPINES ST 42,1.358340969,103.9513797
44 BEDOK STH RD,1.321115548,103.9416755
375 CLEMENTI AVE 4,1.318492987,103.7667016
375 CLEMENTI AVE 4,1.318488058,103.7667015
164 JLN TECK WHYE,1.381159263,103.7563626
292 BISHAN ST 22,1.356017365,103.8456681
641 YISHUN ST 61,1.420816854,103.838166
795 WOODLANDS DR 72,1.442820351,103.8041462
795 WOODLANDS DR 72,1.443006448,103.8040984
795 WOODLANDS DR 72,1.443023178,103.8041415
513 JELAPANG RD,1.388056683,103.7677254
163 BEDOK STH RD,1.319727937,103.9466269
140 PASIR RIS ST 11,1.363948459,103.959181
705 JURONG WEST ST 71,1.340912429,103.694651
705 JURONG WEST ST 71,1.340736057,103.6947869
489A TAMPINES ST 45,1.361085756,103.9572248
104 HOUGANG AVE 1,1.354784387,103.8903185
9 GLOUCESTER RD,1.313704738,103.8515978
9 GLOUCESTER RD,1.313586166,103.8516999
405 SERANGOON AVE 1,1.347709938,103.8728115
12 KG ARANG RD,1.300828855,103.8836948
396 TAMPINES AVE 7,1.355670338,103.9564348
310 HOUGANG AVE 5,1.366328104,103.896214
513 BEDOK NTH AVE 2,1.33296326,103.9292556
149 TAMPINES ST 12,1.351401992,103.9427273
115 MARSILING RISE,1.438281154,103.780967
271C JURONG WEST ST 24,1.350153145,103.7042931
54 TELOK BLANGAH DR,1.273597187,103.8119421
112 HOUGANG AVE 1,1.354421811,103.8885578
693C WOODLANDS AVE 6,1.438099633,103.8044299
632 HOUGANG AVE 8,1.370567426,103.8805919
632 HOUGANG AVE 8,1.370567423,103.8805919
135 SERANGOON NTH AVE 2,1.367256066,103.8748135
111 JURONG EAST ST 13,1.338775749,103.7356043
619 CHOA CHU KANG NTH 7,1.400253083,103.7475792
894B WOODLANDS DR 50,1.436009459,103.7897218
894B WOODLANDS DR 50,1.435999884,103.7895078
894B WOODLANDS DR 50,1.436009439,103.7895075
326C ANCHORVALE RD,1.395717128,103.8880654
529 HOUGANG AVE 6,1.375468965,103.8907295
520C TAMPINES CTRL 8,1.356741708,103.9396924
152 YUNG HO RD,1.327187243,103.7205364
152 YUNG HO RD,1.327076707,103.7207086
208 JURONG EAST ST 21,1.3384364,103.7426669
208 JURONG EAST ST 21,1.338436396,103.7426669
846 SIMS AVE,1.317602618,103.9017072
288D BT BATOK ST 25,1.345803048,103.7592601
231A SUMANG LANE,1.402056467,103.8918775
307 TAMPINES ST 32,1.35297508,103.9563536
234 HOUGANG AVE 1,1.358195574,103.8887835
469 PASIR RIS DR 6,1.373499771,103.9575888
812 JURONG WEST ST 81,1.346308544,103.6958638
812 JURONG WEST ST 81,1.346309491,103.695869
118D JLN MEMBINA,1.282681051,103.8265834
807A CHAI CHEE RD,1.327073879,103.9231882
212A PUNGGOL WALK,1.399960561,103.8989836
866 JURONG WEST ST 81,1.350573648,103.6954658
56 TEBAN GDNS RD,1.322201642,103.7377517
290C BT BATOK EAST AVE 3,1.344095802,103.7572753
364B UPP SERANGOON RD,1.370514348,103.8971327
196B BOON LAY DR,1.34278861,103.7143014
309 SERANGOON AVE 2,1.353805653,103.8652141
445A BT BATOK WEST AVE 8,1.350974191,103.7392403
244 JURONG EAST ST 24,1.342585466,103.7423192
244 JURONG EAST ST 24,1.342631872,103.7421338
202 YISHUN ST 21,1.430661919,103.8373343
698 HOUGANG ST 61,1.37506139,103.8869105
706 BEDOK NTH RD,1.336206911,103.9190168
575 HOUGANG ST 51,1.377939795,103.8869766
862 YISHUN AVE 4,1.417175643,103.8393414
601 WOODLANDS DR 42,1.438650317,103.7965172
601 WOODLANDS DR 42,1.438647189,103.7965181
122 BEDOK RESERVOIR RD,1.331978868,103.9106237
122 BEDOK RESERVOIR RD,1.331978859,103.9106237
512C YISHUN ST 51,1.414957759,103.842655
539 PASIR RIS ST 51,1.36957399,103.9505304
177 YUNG SHENG RD,1.333320452,103.7213087
515B TAMPINES CTRL 7,1.35696782,103.9386677
679 WOODLANDS AVE 6,1.439923451,103.8020153
679 WOODLANDS AVE 6,1.440113412,103.8021436
791 YISHUN AVE 2,1.42051978,103.8335644
123 POTONG PASIR AVE 1,1.335210638,103.8657763
345 CLEMENTI AVE 5,1.317702812,103.7690767
141 SIMEI ST 2,1.345851355,103.9550698
256D SUMANG WALK,1.404948702,103.8960077
468 ANG MO KIO AVE 10,1.364876746,103.8562873
656B JURONG WEST ST 61,1.335913149,103.6994258
219 ANG MO KIO AVE 1,1.36598198,103.840654
308 WOODLANDS AVE 1,1.429804224,103.7765607
567 HOUGANG ST 51,1.378491093,103.8890064
459 CLEMENTI AVE 3,1.311389416,103.7670932
278 CHOA CHU KANG AVE 3,1.380093062,103.7434654
664C JURONG WEST ST 64,1.338211253,103.7031556
115 HOUGANG AVE 1,1.352765258,103.8878761
665B PUNGGOL DR,1.402040572,103.9141411
124 BT BATOK CTRL,1.351182049,103.7472099
467B FERNVALE LINK,1.398071055,103.8779334
7A C'WEALTH AVE,1.306791847,103.7948992
517C JURONG WEST ST 52,1.344936308,103.7200246
894D WOODLANDS DR 50,1.435638517,103.7896239
894D WOODLANDS DR 50,1.4356383,103.7894593
528 SERANGOON NTH AVE 4,1.371418524,103.8721798
766 YISHUN AVE 3,1.4247024,103.8339498
783D WOODLANDS RISE,1.446972431,103.8033677
174 BISHAN ST 13,1.348207995,103.854277
161 YISHUN ST 11,1.432786275,103.8331329
351B CANBERRA RD,1.450860772,103.8199728
137 POTONG PASIR AVE 3,1.333857594,103.8658454
524B PASIR RIS ST 51,1.370931785,103.9475626
260C PUNGGOL WAY,1.40524575,103.8964109
649 JLN TENAGA,1.332371996,103.9061174
130 SIMEI ST 1,1.346212933,103.9548149
628 HOUGANG AVE 8,1.369561785,103.8805075
628 HOUGANG AVE 8,1.369544732,103.8804764
530 BT BATOK ST 51,1.356181992,103.7510934
704 HOUGANG AVE 2,1.364923196,103.8893795
11 CANTONMENT CL,1.274426047,103.8396715
78 INDUS RD,1.291293745,103.8274764
78 INDUS RD,1.291304428,103.8274478
473 PASIR RIS DR 6,1.374491114,103.9573634
473 PASIR RIS DR 6,1.374495021,103.9573625
78 BEDOK NTH RD,1.327260072,103.9408488
697B JURONG WEST CTRL 3,1.340679309,103.7084455
21 JLN MEMBINA,1.285086563,103.8257828
274 TOH GUAN RD,1.342098328,103.7467103
113 PASIR RIS ST 11,1.368055259,103.9557672
524 JELAPANG RD,1.386135496,103.7658635
301 SERANGOON AVE 2,1.353092239,103.8679178
301 SERANGOON AVE 2,1.352883485,103.8678228
301 SERANGOON AVE 2,1.352883478,103.8678228
879B TAMPINES AVE 8,1.351589036,103.9288044
194 KIM KEAT AVE,1.330939337,103.8581819
142 BISHAN ST 12,1.345501861,103.8534436
449 SIN MING AVE,1.358081063,103.8307906
225 PENDING RD,1.375540494,103.7725452
102C PUNGGOL FIELD,1.398761278,103.904939
26B JLN MEMBINA,1.283092071,103.8255924
102 BEDOK RESERVOIR RD,1.328491877,103.9092652
263 YISHUN ST 22,1.436162981,103.8391111
213 ANG MO KIO AVE 3,1.367769472,103.8412554
220C SUMANG LANE,1.401611307,103.8960028
129 MARSILING RISE,1.437811367,103.778702
867 TAMPINES ST 83,1.35511312,103.9340464
372 BT BATOK ST 31,1.358669167,103.7512137
943 TAMPINES AVE 5,1.35017819,103.9411935
128 LOR 1 TOA PAYOH,1.337816161,103.8442143
128 LOR 1 TOA PAYOH,1.337812954,103.8443319
361 TAMPINES ST 34,1.35602982,103.9625782
361 TAMPINES ST 34,1.356044164,103.962576
688D WOODLANDS DR 75,1.443419605,103.8076964
504 CHOA CHU KANG ST 51,1.389166315,103.7426761
504 CHOA CHU KANG ST 51,1.388978885,103.7425369
136 BEDOK NTH AVE 3,1.328154988,103.9352208
692A CHOA CHU KANG CRES,1.400209214,103.7512714
325 UBI AVE 1,1.327704717,103.9038261
226B ANG MO KIO AVE 1,1.36732624,103.8395516
227 JURONG EAST ST 21,1.341820669,103.7360878
17 TIONG BAHRU RD,1.285615264,103.8331163
72 GEYLANG BAHRU,1.32194544,103.8710317
72 GEYLANG BAHRU,1.321583216,103.8714196
46 OWEN RD,1.315140198,103.8507984
489C CHOA CHU KANG AVE 5,1.376056835,103.7398062
267A COMPASSVALE LINK,1.382952332,103.8978626
321 SEMBAWANG CL,1.44608015,103.8185241
455 TAMPINES ST 42,1.35735402,103.9539138
220 YISHUN ST 21,1.433616716,103.835244
220 YISHUN ST 21,1.433633034,103.8352493
760 CHOA CHU KANG NTH 5,1.393027127,103.7472725
97 GEYLANG BAHRU,1.323748602,103.8702439
197C BOON LAY DR,1.343403195,103.7136861
664 CHOA CHU KANG CRES,1.402296185,103.7504385
350 CHOA CHU KANG CTRL,1.383527841,103.7434692
140 YISHUN RING RD,1.43118626,103.8306013
58 STIRLING RD,1.296191719,103.8045419
652 YISHUN AVE 4,1.423779231,103.8400518
347 UBI AVE 1,1.32566117,103.8997332
686A JURONG WEST CTRL 1,1.341748418,103.7047943
844 SIMS AVE,1.318183439,103.9013112
543 HOUGANG AVE 8,1.37785957,103.8920207
628 BT BATOK CTRL,1.351467395,103.7498375
935 YISHUN CTRL 1,1.425180059,103.8365963
429 JURONG WEST AVE 1,1.351925128,103.7244968
429 JURONG WEST AVE 1,1.351925131,103.7244968
842D TAMPINES ST 82,1.350596555,103.9375503
315C YISHUN AVE 9,1.432367366,103.8433009
315C YISHUN AVE 9,1.432367357,103.8433009
236 BT PANJANG RING RD,1.379024909,103.7712151
5 PINE CL,1.307043059,103.8826884
513 BT BATOK ST 52,1.354054852,103.7523202
408 JURONG WEST ST 42,1.354786334,103.7225639
133 BEDOK RESERVOIR RD,1.332357441,103.911768
138 PASIR RIS ST 11,1.363407073,103.9598103
138 PASIR RIS ST 11,1.363330659,103.9597265
612A PUNGGOL DR,1.404164317,103.9091177
612A PUNGGOL DR,1.404164316,103.9091177
354 BT BATOK ST 31,1.361387487,103.7497292
786B WOODLANDS DR 60,1.44568799,103.800694
786B WOODLANDS DR 60,1.445687983,103.800694
517 CHOA CHU KANG ST 51,1.391069887,103.7428957
517 CHOA CHU KANG ST 51,1.391072228,103.7428974
739 JURONG WEST ST 73,1.345942986,103.7001201
739 JURONG WEST ST 73,1.346173658,103.6999787
847 JURONG WEST ST 81,1.345371505,103.6918696
554 JURONG WEST ST 42,1.353234801,103.7178661
671B YISHUN AVE 4,1.418783418,103.8427608
631 CHOA CHU KANG NTH 6,1.396609611,103.7481052
425 ANG MO KIO AVE 3,1.369122417,103.8516161
425 ANG MO KIO AVE 3,1.369153581,103.8517468
618 SENJA RD,1.385266156,103.7612879
287 BISHAN ST 24,1.357730538,103.8437855
487 SEGAR RD,1.389173062,103.7711062
487 SEGAR RD,1.389173071,103.7711062
204 BISHAN ST 23,1.35487655,103.8475941
855 YISHUN RING RD,1.417081007,103.8369422
855 YISHUN RING RD,1.417030558,103.8368243
277 TOH GUAN RD,1.341318927,103.7467257
777 WOODLANDS CRES,1.447860593,103.799328
169 BEDOK STH AVE 3,1.320388846,103.9450939
579 WOODLANDS DR 16,1.430713193,103.7957089
544 WOODLANDS DR 16,1.428619044,103.7930933
889B WOODLANDS DR 50,1.437805295,103.7928961
125 ALJUNIED RD,1.323270062,103.8817522
468 TAMPINES ST 44,1.360334442,103.955179
201 CLEMENTI AVE 6,1.32014419,103.7632535
461 CHOA CHU KANG AVE 4,1.378177638,103.7345505
353B ADMIRALTY DR,1.450165067,103.8193068
47 JLN TIGA,1.308760818,103.885032
409A FERNVALE RD,1.389064942,103.8771519
409A FERNVALE RD,1.38901642,103.8771554
784 YISHUN AVE 2,1.421856387,103.8338588
329 ANG MO KIO AVE 3,1.366599086,103.8468744
329 ANG MO KIO AVE 3,1.366599083,103.8468744
720 YISHUN ST 71,1.426420518,103.828958
1A CANTONMENT RD,1.27784271,103.8409659
151 WOODLANDS ST 13,1.435426794,103.7742325
285B TOH GUAN RD,1.338423949,103.7468549
201B PUNGGOL FIELD,1.399978043,103.9038532
536 UPP CROSS ST,1.284962797,103.8456183
288A BT BATOK ST 25,1.34507654,103.760512
243 BISHAN ST 22,1.361084999,103.8446356
243 BISHAN ST 22,1.36108498,103.8446356
213 LOR 8 TOA PAYOH,1.341004936,103.8544125
237 CHOA CHU KANG CTRL,1.379447499,103.7482874
237 CHOA CHU KANG CTRL,1.379447503,103.7482874
210 BOON LAY PL,1.347790527,103.7131345
210 BOON LAY PL,1.347645928,103.7129332
210 BOON LAY PL,1.347640408,103.712965
334B YISHUN ST 31,1.432533029,103.8457056
727 WOODLANDS CIRCLE,1.443678791,103.799836
3 EVERTON PK,1.277217301,103.838704
404 HOUGANG AVE 10,1.373841868,103.8958296
648B JURONG WEST ST 61,1.338387692,103.6981926
102 RIVERVALE WALK,1.38180761,103.9008932
204 TOA PAYOH NTH,1.34148414,103.8490677
49 KIM PONG RD,1.284299357,103.830518
876 WOODLANDS AVE 9,1.444796301,103.7906028
876 WOODLANDS AVE 9,1.444796301,103.7906028
110 TECK WHYE LANE,1.378213713,103.751983
110 TECK WHYE LANE,1.378236953,103.7522083
527A PASIR RIS ST 51,1.368422935,103.9475937
563 CHOA CHU KANG ST 52,1.395669184,103.7457261
563 CHOA CHU KANG ST 52,1.395754783,103.7456357
858 JURONG WEST ST 81,1.34828949,103.6962057
704 BEDOK RESERVOIR RD,1.336354906,103.9202036
411 C'WEALTH AVE WEST,1.310879202,103.7695726
541 BT BATOK ST 52,1.354017592,103.7515893
204B PUNGGOL FIELD,1.398682245,103.9032111
443 CLEMENTI AVE 3,1.314210516,103.7640104
113 SERANGOON NTH AVE 1,1.368776829,103.8704749
706 CLEMENTI WEST ST 2,1.30676076,103.7623631
548 PASIR RIS ST 51,1.368430458,103.9536196
215 PETIR RD,1.375106557,103.7743118
291C COMPASSVALE ST,1.396329739,103.8985957
2 HOLLAND AVE,1.313029132,103.7943755
2 HOLLAND AVE,1.309344983,103.7955594
223B COMPASSVALE WALK,1.38826763,103.8976682
571 CHOA CHU KANG ST 52,1.393950952,103.7449276
700B ANG MO KIO AVE 6,1.369410498,103.8460598
700B ANG MO KIO AVE 6,1.369410495,103.8460598
233 PASIR RIS DR 4,1.374103234,103.961991
233 PASIR RIS DR 4,1.374120508,103.9619086
455C ANG MO KIO ST 44,1.368564848,103.8579431
185D RIVERVALE CRES,1.393866998,103.9063512
22 EUNOS CRES,1.324759105,103.9021074
657 CHOA CHU KANG CRES,1.400445995,103.7498724
335 BT BATOK ST 32,1.364549925,103.748093
359 HOUGANG AVE 5,1.369138888,103.8952644
807C CHAI CHEE RD,1.327997941,103.9232486
807C CHAI CHEE RD,1.327997942,103.9232486
487 JURONG WEST AVE 1,1.348725116,103.7272432
485 PASIR RIS DR 4,1.374417283,103.9608544
227 CHOA CHU KANG CTRL,1.381182497,103.7459662
302A PUNGGOL PL,1.404423566,103.9044442
526 JELAPANG RD,1.385458629,103.7652187
405 PANDAN GDNS,1.319234207,103.7496543
143 BT BATOK ST 11,1.350376435,103.743909
625 HOUGANG AVE 8,1.37009813,103.8816713
634 VEERASAMY RD,1.306060391,103.8551088
123 PASIR RIS ST 11,1.366231519,103.954045
367 TAMPINES ST 34,1.358067428,103.9605819
367 TAMPINES ST 34,1.358619461,103.9607886
198 PASIR RIS ST 12,1.366972563,103.9600092
577 ANG MO KIO AVE 10,1.371787328,103.8558544
186A BEDOK NTH ST 4,1.329914274,103.9403105
778 PASIR RIS ST 71,1.374416936,103.9382074
259A COMPASSVALE RD,1.393905906,103.8967321
101 BT PURMEI RD,1.271462566,103.8256835
158 JLN TECK WHYE,1.379995549,103.7569631
128D PUNGGOL FIELD WALK,1.392967715,103.911962
128D PUNGGOL FIELD WALK,1.392967719,103.911962
584 ANG MO KIO AVE 3,1.37071308,103.8534978
584 ANG MO KIO AVE 3,1.370709787,103.8534948
472 ANG MO KIO AVE 10,1.363143927,103.8581186
161 TAMPINES ST 12,1.350000848,103.9459783
535 JURONG WEST ST 52,1.349421311,103.7170118
569 HOUGANG ST 51,1.377445765,103.888178
42A SIMS DR,1.316668875,103.8760975
515 JURONG WEST ST 52,1.346423972,103.7208981
515 JURONG WEST ST 52,1.346303746,103.7206264
258 KIM KEAT AVE,1.3328452,103.8578288
128 PENDING RD,1.375995112,103.7697662
128 PENDING RD,1.376028005,103.7697491
335B YISHUN ST 31,1.432841842,103.8443331
231 CHOA CHU KANG CTRL,1.38008136,103.7461131
337D TAH CHING RD,1.337332246,103.721601
500 SERANGOON NTH AVE 4,1.374526016,103.8757442
299C COMPASSVALE ST,1.396349011,103.9017779
787 YISHUN RING RD,1.421036139,103.8320626
186 BT BATOK WEST AVE 6,1.346580767,103.7440854
124 MCNAIR RD,1.318348572,103.8560612
737 WOODLANDS CIRCLE,1.443678363,103.7968229
547 ANG MO KIO AVE 10,1.374209517,103.8582097
20 CHAI CHEE RD,1.326272712,103.9228853
783 YISHUN RING RD,1.421839205,103.8327652
345 WOODLANDS ST 32,1.432333552,103.7802269
345 WOODLANDS ST 32,1.432458954,103.7804594
74 BEDOK NTH RD,1.327511771,103.9422204
123 HOUGANG AVE 1,1.353383139,103.8862589
123 HOUGANG AVE 1,1.353383135,103.886259
123 HOUGANG AVE 1,1.353383135,103.886259
34 CASSIA CRES,1.309640784,103.8844718
192C RIVERVALE DR,1.394636749,103.9029486
243 PASIR RIS ST 21,1.371552104,103.9629932
115 BISHAN ST 12,1.347918389,103.8487501
178 YUNG SHENG RD,1.333236534,103.7208424
114 DEPOT RD,1.281759271,103.8068622
964 HOUGANG AVE 9,1.37715825,103.8775236
448B SENGKANG WEST WAY,1.393419817,103.8733199
663B JURONG WEST ST 65,1.338132418,103.701603
468 JURONG WEST ST 41,1.348526482,103.7204862
646 PUNGGOL CTRL,1.398148805,103.9157809
403 ANG MO KIO AVE 10,1.361269015,103.8546424
531 JELAPANG RD,1.385550676,103.7642364
183B RIVERVALE CRES,1.391306246,103.9083297
396 YISHUN AVE 6,1.428359462,103.8470373
349 TAMPINES ST 33,1.353333081,103.9631575
349 TAMPINES ST 33,1.353416898,103.9630118
349 TAMPINES ST 33,1.353416894,103.9630118
87 CIRCUIT RD,1.323233105,103.8856046
424 PASIR RIS DR 6,1.370033899,103.9545056
940 TAMPINES AVE 5,1.349169838,103.9414212
669 CHOA CHU KANG CRES,1.402923616,103.7482687
616 BEDOK RESERVOIR RD,1.331827132,103.914991
490A CHOA CHU KANG AVE 5,1.375197381,103.7414264
507 CHOA CHU KANG ST 51,1.389104815,103.7412868
12 JLN BT MERAH,1.287531165,103.8070202
33 EUNOS CRES,1.320183255,103.9008049
196 RIVERVALE DR,1.392836795,103.9031463
522 JELAPANG RD,1.386335993,103.7661654
522 JELAPANG RD,1.386331712,103.7661709
187 BOON LAY AVE,1.345057736,103.7106998
338 WOODLANDS AVE 1,1.430746653,103.7811614
296A CHOA CHU KANG AVE 2,1.377141549,103.7409433
220 HOUGANG ST 21,1.356934396,103.8845125
801C KEAT HONG CL,1.375231642,103.7427666
474 JURONG WEST ST 41,1.348097075,103.7241842
987B JURONG WEST ST 93,1.336593345,103.6947739
589B MONTREAL DR,1.449678655,103.8254773
124 PASIR RIS ST 11,1.365820302,103.9543083
539 SERANGOON NTH AVE 4,1.374961922,103.8721886
51 TEBAN GDNS RD,1.320772701,103.7370353
9 MARSILING DR,1.441291529,103.7764497
20 DOVER CRES,1.306722574,103.7835241
21 CHAI CHEE RD,1.325778506,103.9224247
986B JURONG WEST ST 93,1.337174017,103.695529
804 HOUGANG CTRL,1.371151281,103.8944737
520 JURONG WEST ST 52,1.346098838,103.7178764
520 JURONG WEST ST 52,1.346098833,103.7178764
179 WOODLANDS ST 13,1.43477628,103.7782168
607 YISHUN ST 61,1.421386044,103.8356042
56 HAVELOCK RD,1.290129527,103.8289143
549B SEGAR RD,1.389737286,103.7678402
165 BEDOK STH RD,1.320308923,103.94609
509 ANG MO KIO AVE 8,1.374000865,103.8501398
355A SEMBAWANG WAY,1.449529899,103.8189642
121 BEDOK RESERVOIR RD,1.331305178,103.9099922
741 YISHUN AVE 5,1.430100193,103.8331176
128 RIVERVALE ST,1.390490496,103.9026885
117 ANG MO KIO AVE 4,1.373717083,103.8356105
432D YISHUN AVE 1,1.419795164,103.8461741
557 ANG MO KIO AVE 10,1.371625702,103.8577361
120 BT MERAH VIEW,1.282774432,103.8226125
120 BT MERAH VIEW,1.282785823,103.8226061
226E ANG MO KIO AVE 1,1.366487367,103.8398082
226E ANG MO KIO AVE 1,1.366492447,103.8397949
641C PUNGGOL DR,1.398940204,103.9163726
187B RIVERVALE DR,1.394297907,103.9058476
187B RIVERVALE DR,1.394297911,103.9058476
192 PUNGGOL CTRL,1.399770926,103.9095143
192 PUNGGOL CTRL,1.399770923,103.9095143
129 ANG MO KIO AVE 3,1.369894989,103.842059
701 CHOA CHU KANG ST 53,1.391653945,103.7462207
234A SERANGOON AVE 2,1.354295429,103.8691696
410 WOODLANDS ST 41,1.428734082,103.7734886
660 WOODLANDS RING RD,1.435712135,103.7994777
660 WOODLANDS RING RD,1.43551868,103.7993969
260A SENGKANG EAST WAY,1.393141091,103.8955694
16 CANTONMENT CL,1.273919926,103.8402609
492B TAMPINES AVE 9,1.363008238,103.9535476
492B TAMPINES AVE 9,1.363008243,103.9535476
492B TAMPINES AVE 9,1.363008243,103.9535476
43 LOR 5 TOA PAYOH,1.335906923,103.8543146
43 LOR 5 TOA PAYOH,1.335938753,103.8542882
43 LOR 5 TOA PAYOH,1.335985407,103.8542418
519D TAMPINES CTRL 8,1.356207821,103.939594
305 BT BATOK ST 31,1.357861008,103.7479345
732 TAMPINES ST 71,1.357558738,103.9343204
197 BISHAN ST 13,1.349096718,103.8507533
197 BISHAN ST 13,1.349101173,103.8507105
197 BISHAN ST 13,1.34909908,103.8506737
557 JURONG WEST ST 42,1.353992751,103.7185671
802 TAMPINES AVE 4,1.346084424,103.938034
137 BEDOK RESERVOIR RD,1.333902029,103.9132743
111 LENGKONG TIGA,1.324058778,103.9113038
70 REDHILL CL,1.286726327,103.8167005
38 BEDOK STH RD,1.320825609,103.9389946
196D PUNGGOL FIELD,1.399660814,103.9072345
326 SERANGOON AVE 3,1.350351985,103.868997
326 SERANGOON AVE 3,1.35035649,103.8689963
335A ANCHORVALE CRES,1.398358283,103.8890744
103 TOWNER RD,1.320688536,103.8616701
103 TOWNER RD,1.320643815,103.8616341
417A FERNVALE LINK,1.391576541,103.8806973
22 TIONG BAHRU RD,1.285699484,103.8317118
649 HOUGANG AVE 8,1.372366188,103.8805293
757 YISHUN ST 72,1.426510753,103.8342847
122D RIVERVALE DR,1.387096112,103.905723
122D RIVERVALE DR,1.387096102,103.905723
666 YISHUN AVE 4,1.418998472,103.840568
759 JURONG WEST ST 74,1.350144909,103.6997042
18 MARSILING LANE,1.443685538,103.777803
18 MARSILING LANE,1.443417007,103.7778612
18 MARSILING LANE,1.443685538,103.777803
328 ANG MO KIO AVE 3,1.366617937,103.8478669
247 YISHUN AVE 9,1.434997806,103.8420692
128 POTONG PASIR AVE 1,1.334803977,103.8657878
546A SEGAR RD,1.388526287,103.7703529
546A SEGAR RD,1.38852629,103.7703529
140 BEDOK RESERVOIR RD,1.334889914,103.9133862
678C PUNGGOL DR,1.406211791,103.9093728
263 BOON LAY DR,1.344941713,103.7070242
263 BOON LAY DR,1.345100452,103.7069117
668B EDGEFIELD PLAINS,1.404782919,103.9129785
216 MARSILING LANE,1.447134151,103.7721721
111 BT BATOK WEST AVE 6,1.348406443,103.7459949
51 C'WEALTH DR,1.30153487,103.7976404
14 TAMAN HO SWEE,1.287904618,103.8321977
415 SERANGOON CTRL,1.349796527,103.8744996
444 ANG MO KIO AVE 10,1.366600453,103.8555788
425 YISHUN AVE 11,1.422422421,103.8483265
440 HOUGANG AVE 8,1.379133292,103.8935279
440 HOUGANG AVE 8,1.379131967,103.8935308
202 SERANGOON CTRL,1.35160098,103.8737478
458 YISHUN AVE 11,1.420667317,103.8462078
458 YISHUN AVE 11,1.420667761,103.8461418
144 JLN BT MERAH,1.277288798,103.8299579
144 JLN BT MERAH,1.277305432,103.8299556
144 JLN BT MERAH,1.277283598,103.8299819
518 SERANGOON NTH AVE 4,1.371641736,103.8741022
518 SERANGOON NTH AVE 4,1.371641182,103.8741031
518 SERANGOON NTH AVE 4,1.371641729,103.8741022
291C BT BATOK ST 24,1.342997774,103.7551581
432B YISHUN AVE 1,1.419099934,103.8464618
909 JURONG WEST ST 91,1.341175181,103.6864521
624C PUNGGOL CTRL,1.400491448,103.911983
74 MARINE DR,1.303560907,103.9070315
74 MARINE DR,1.303705188,103.9072136
294 CHOA CHU KANG AVE 2,1.378599847,103.7409744
294 CHOA CHU KANG AVE 2,1.37860431,103.7409618
294 CHOA CHU KANG AVE 2,1.378604302,103.7409618
855 TAMPINES ST 83,1.353589484,103.9353062
855 TAMPINES ST 83,1.3535825,103.9352995
643 JURONG WEST ST 61,1.339252294,103.6956902
211 ANG MO KIO AVE 3,1.369196966,103.8416666
25 CHAI CHEE RD,1.323762901,103.9241556
529 BEDOK NTH ST 3,1.334269461,103.9265423
735 JURONG WEST ST 75,1.346154774,103.701172
735 JURONG WEST ST 75,1.3461552,103.7011694
735 JURONG WEST ST 75,1.346155209,103.7011694
231 YISHUN ST 21,1.434071287,103.8370792
99 ALJUNIED CRES,1.321381183,103.8843063
230H TAMPINES ST 21,1.356329093,103.9500074
936 JURONG WEST ST 91,1.342567813,103.6891498
936 JURONG WEST ST 91,1.342567822,103.6891498
450C BT BATOK WEST AVE 6,1.352041423,103.7438448
292A COMPASSVALE ST,1.395958575,103.8990669
688 HOUGANG ST 61,1.376161791,103.8855498
213 PASIR RIS ST 21,1.368363612,103.9606601
270A PUNGGOL FIELD,1.403979501,103.8994549
256C SUMANG WALK,1.405402037,103.8959105
119 MCNAIR RD,1.319715254,103.8568704
175A PUNGGOL FIELD,1.397404216,103.9089737
164 BISHAN ST 13,1.348463524,103.8560947
406 FAJAR RD,1.381850258,103.7675731
676B YISHUN RING RD,1.421557611,103.842782
524 ANG MO KIO AVE 5,1.373374475,103.8530401
