,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
0,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298,LORONG AH SOO,PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,33748.3760953182,36843.4187818952,1.34947276268396,103.884971343143,103.884971343143,Methodist Girls' School (Primary)
0,BEACON PRIMARY SCHOOL,36,BUKIT PANJANG RING ROAD,BEACON PRIMARY SCHOOL,36 BUKIT PANJANG RING ROAD BEACON PRIMARY SCHOOL SINGAPORE 679944,679944,21357.64699852,40655.688190354,1.38394936211823,103.773632022975,103.773632022975,Beacon Primary School
0,AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL,2,RIVER VALLEY GREEN,AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993,237993,28300.5267893467,30729.7527125087,1.29418347842837,103.836018941571,103.836018941571,River Valley Primary School
1,RIVER VALLEY PRIMARY SCHOOL,2,RIVER VALLEY GREEN,RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993,237993,28277.8483209386,30734.1542524323,1.2942232846169,103.835815165829,103.835815165829,River Valley Primary School
0,LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL),20,JURONG WEST STREET 61,LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL),20 JURONG WEST STREET 61 LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL) SINGAPORE 648200,648200,13127.742393123,35425.1252935641,1.3366431119298,103.699682818103,103.699682818103,Frontier Primary School
1,FRONTIER PRIMARY SCHOOL,20,JURONG WEST STREET 61,FRONTIER PRIMARY SCHOOL,20 JURONG WEST STREET 61 FRONTIER PRIMARY SCHOOL SINGAPORE 648200,648200,13129.8467444237,35399.679120725,1.33641298743234,103.69970173931,103.69970173931,Frontier Primary School
0,SAINT HILDA'S PRIMARY SCHOOL,2,TAMPINES AVENUE 3,SAINT HILDA'S PRIMARY SCHOOL,2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL SINGAPORE 529706,529706,39539.3839146122,36833.9711756017,1.34938565036336,103.937007133662,103.937007133662,St. Hilda's Primary School
1,SAINT HILDA'S PRIMARY SCHOOL (U/C),2,TAMPINES AVENUE 3,SAINT HILDA'S PRIMARY SCHOOL (U/C),2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL (U/C) SINGAPORE 529706,529706,39641.0330356695,36830.0272573233,1.34934994368496,103.937920511812,103.937920511812,St. Hilda's Primary School
0,WEST GROVE PRIMARY SCHOOL,1,JURONG WEST STREET 72,WEST GROVE PRIMARY SCHOOL,1 JURONG WEST STREET 72 WEST GROVE PRIMARY SCHOOL SINGAPORE 649223,649223,13083.6706046276,36335.8187624309,1.3448790560014,103.699286360581,103.699286360581,West Grove Primary School
0,CHANGKAT PRIMARY SCHOOL,11,SIMEI STREET 3,CHANGKAT PRIMARY SCHOOL,11 SIMEI STREET 3 CHANGKAT PRIMARY SCHOOL SINGAPORE 529896,529896,41216.8906296864,35821.8419446945,1.34023163951633,103.952080114035,103.952080114035,Changkat Primary School
1,LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL,11,SIMEI STREET 3,LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL,11 SIMEI STREET 3 LEARNING STUDIO EDUCARE @ CHANGKAT PRIMARY SCHOOL SINGAPORE 529896,529896,41238.4638929376,35793.2822557092,1.33997334692002,103.952273949753,103.952273949753,Changkat Primary School
0,GONGSHANG PRIMARY SCHOOL,1,TAMPINES STREET 42,GONGSHANG PRIMARY SCHOOL,1 TAMPINES STREET 42 GONGSHANG PRIMARY SCHOOL SINGAPORE 529176,529176,40886.8508355999,37702.2195482217,1.35723721393297,103.949115320172,103.949115320172,Gongshang Primary School
1,COMMIT LEARNING SCHOOLHOUSE @ GONGSHANG PRIMARY SCHOOL,1,TAMPINES STREET 42,COMMIT LEARNING SCHOOLHOUSE @ GONGSHANG PRIMARY SCHOOL,1 TAMPINES STREET 42 COMMIT LEARNING SCHOOLHOUSE @ GONGSHANG PRIMARY SCHOOL SINGAPORE 529176,529176,40890.1319455709,37688.8239677399,1.35711606790292,103.949144797277,103.949144797277,Gongshang Primary School
0,PIONEER PRIMARY SCHOOL,31,JURONG WEST STREET 91,PIONEER PRIMARY SCHOOL,31 JURONG WEST STREET 91 PIONEER PRIMARY SCHOOL SINGAPORE 649037,649037,11801.9417791683,35688.3182758801,1.33902264667589,103.687769623983,103.687769623983,Pioneer Primary School
0,COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL,350,BEDOK NORTH AVENUE 3,COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3 COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL SINGAPORE 469719,469719,39240.1303829281,35138.9475005791,1.33405659580859,103.934317528484,103.934317528484,Red Swastika School
1,RED SWASTIKA SCHOOL,350,BEDOK NORTH AVENUE 3,RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3 RED SWASTIKA SCHOOL SINGAPORE 469719,469719,39241.7795945574,35048.9817909673,1.33324297847732,103.934332314404,103.934332314404,Red Swastika School
0,CHIJ OUR LADY OF THE NATIVITY,1257,UPPER SERANGOON ROAD,CHIJ OUR LADY OF THE NATIVITY,1257 UPPER SERANGOON ROAD CHIJ OUR LADY OF THE NATIVITY SINGAPORE 534793,534793,35151.0338091562,39478.4768616967,1.37330297140128,103.897575728303,103.897575728303,CHIJ Our Lady of the Nativity
1,COMMIT LEARNING SCHOOLHOUSE @ CHIJ OUR LADY OF THE NATIVITY,1257,UPPER SERANGOON ROAD,COMMIT LEARNING SCHOOLHOUSE @ CHIJ OUR LADY OF THE NATIVITY,1257 UPPER SERANGOON ROAD COMMIT LEARNING SCHOOLHOUSE @ CHIJ OUR LADY OF THE NATIVITY SINGAPORE 534793,534793,35172.5371230971,39508.4571482297,1.37357409699145,103.897768958127,103.897768958127,CHIJ Our Lady of the Nativity
0,BEDOK GREEN PRIMARY SCHOOL,1,BEDOK SOUTH AVENUE 2,BEDOK GREEN PRIMARY SCHOOL,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,469317,39636.5324891713,33965.6893824711,1.32344593287992,103.937878976352,103.937878976352,Bedok Green Primary School
0,PUNGGOL GREEN PRIMARY SCHOOL,98,PUNGGOL WALK,PUNGGOL GREEN PRIMARY SCHOOL,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,828772,35287.340952022,42637.5237120874,1.40187220643293,103.898801330302,103.898801330302,Punggol Green Primary School
1,LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL),98,PUNGGOL WALK,LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL),98 PUNGGOL WALK LEARNING LEAP PTE LTD (PUNGGOL GREEN PRIMARY SCHOOL) SINGAPORE 828772,828772,35286.5548319491,42621.3463525623,1.40172590450528,103.898794262307,103.898794262307,Punggol Green Primary School
0,PUNGGOL VIEW PRIMARY SCHOOL,9,PUNGGOL PLACE,PUNGGOL VIEW PRIMARY SCHOOL,9 PUNGGOL PLACE PUNGGOL VIEW PRIMARY SCHOOL SINGAPORE 828845,828845,35994.5599585725,42999.5250743832,1.40514582647962,103.905156371376,103.905156371376,Punggol View Primary School
0,MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL,110,WOODLANDS CRESCENT,MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL,110 WOODLANDS CRESCENT MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803,737803,24502.3868994378,47627.9217809848,1.44700426493785,103.801889031334,103.801889031334,Riverside Primary School
1,RIVERSIDE PRIMARY SCHOOL,110,WOODLANDS CRESCENT,RIVERSIDE PRIMARY SCHOOL,110 WOODLANDS CRESCENT RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803,737803,24496.0361921666,47632.6851746552,1.44704734253719,103.801831963297,103.801831963297,Riverside Primary School
0,EVERGREEN PRIMARY SCHOOL,31,WOODLANDS CIRCLE,EVERGREEN PRIMARY SCHOOL,31 WOODLANDS CIRCLE EVERGREEN PRIMARY SCHOOL SINGAPORE 738908,738908,23688.7552570887,47312.692020528,1.44415332824735,103.794577787757,103.794577787757,Evergreen Primary School
0,TOWNSVILLE PRIMARY SCHOOL,3,ANG MO KIO AVENUE 10,TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVENUE 10 TOWNSVILLE PRIMARY SCHOOL SINGAPORE 569730,569730,30282.242298523,38011.0245356523,1.36003263746623,103.853826048327,103.853826048327,Townsville Primary School
0,YMCA STUDENT CARE CENTRE @ CHIJ OUR LADY OF GOOD COUNSEL,2C,BURGHLEY DRIVE,YMCA STUDENT CARE CENTRE @ CHIJ OUR LADY OF GOOD COUNSEL,2C BURGHLEY DRIVE YMCA STUDENT CARE CENTRE @ CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979,558979,31431.409129547,37785.7194716875,1.35799494859112,103.864152052213,103.864152052213,CHIJ Our Lady of Good Counsel
1,CHIJ OUR LADY OF GOOD COUNSEL,2C,BURGHLEY DRIVE,CHIJ OUR LADY OF GOOD COUNSEL,2C BURGHLEY DRIVE CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979,558979,31415.5340866428,37723.1973494291,1.35742952269615,103.864009397373,103.864009397373,CHIJ Our Lady of Good Counsel
0,JURONG WEST PRIMARY SCHOOL,30,JURONG WEST STREET 61,JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,648368,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,103.698803732244,Jurong West Primary School
0,ANGSANA PRIMARY SCHOOL,3,TAMPINES STREET 22,ANGSANA PRIMARY SCHOOL,3 TAMPINES STREET 22 ANGSANA PRIMARY SCHOOL SINGAPORE 529366,529366,41186.5743079996,36741.9621954821,1.34855287558648,103.951808105552,103.951808105552,Angsana Primary School
1,LEARNING LEAP PTE LTD [ANGSANA PRIMARY SCHOOL],3,TAMPINES STREET 22,LEARNING LEAP PTE LTD [ANGSANA PRIMARY SCHOOL],3 TAMPINES STREET 22 LEARNING LEAP PTE LTD [ANGSANA PRIMARY SCHOOL] SINGAPORE 529366,529366,41160.8615044914,36732.3202990014,1.34846568919477,103.951577056231,103.951577056231,Angsana Primary School
2,ANGSANA PRIMARY SCHOOL (U/C),51,TAMPINES STREET 61,ANGSANA PRIMARY SCHOOL (U/C),51 TAMPINES STREET 61 ANGSANA PRIMARY SCHOOL (U/C) SINGAPORE 528565,528565,39754.5222957945,38406.3864220977,1.36360590588314,103.9389409004,103.9389409004,Angsana Primary School
0,CHUA CHU KANG PRIMARY SCHOOL,20,CHOA CHU KANG AVENUE 2,CHUA CHU KANG PRIMARY SCHOOL,20 CHOA CHU KANG AVENUE 2 CHUA CHU KANG PRIMARY SCHOOL SINGAPORE 689905,689905,17818.7829598142,39971.2903354876,1.37775890093367,103.741832917421,103.741832917421,Chua Chu Kang Primary School
0,ANG MO KIO PRIMARY SCHOOL,20,ANG MO KIO AVENUE 3,ANG MO KIO PRIMARY SCHOOL,20 ANG MO KIO AVENUE 3 ANG MO KIO PRIMARY SCHOOL SINGAPORE 569920,569920,28702.4804675551,39038.1602696702,1.36932176584608,103.839630858752,103.839630858752,Ang Mo Kio Primary School
0,STAMFORD PRIMARY SCHOOL,1,VICTORIA LANE,STAMFORD PRIMARY SCHOOL,1 VICTORIA LANE STAMFORD PRIMARY SCHOOL SINGAPORE 198423,198423,30685.996679619,31755.1155901849,1.30345638467449,103.857453500579,103.857453500579,Stamford Primary School
0,KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL),52,SUMANG WALK,KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL),52 SUMANG WALK KNOWLEDGE PARK EDUCARE PTE LTD (PUNGGOL COVE PRIMARY SCHOOL) SINGAPORE 828674,828674,35298.7904222226,43711.4672181848,1.41158455562454,103.89890448429,103.89890448429,Punggol Cove Primary School
1,PUNGGOL COVE PRIMARY SCHOOL,52,SUMANG WALK,PUNGGOL COVE PRIMARY SCHOOL,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,828674,35287.5991076548,43713.0898242556,1.41159923273069,103.898803921164,103.898803921164,Punggol Cove Primary School
0,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602,BEDOK NORTH AVENUE 4,SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,469701,40009.9558383394,35212.930261923,1.3347253730189,103.941234868202,103.941234868202,St. Anthony's Primary School
1,SAINT ANTHONY'S PRIMARY SCHOOL,30,BUKIT BATOK STREET 32,SAINT ANTHONY'S PRIMARY SCHOOL,30 BUKIT BATOK STREET 32 SAINT ANTHONY'S PRIMARY SCHOOL SINGAPORE 659401,659401,18644.3733009221,38463.0810494516,1.36411948475833,103.749251919049,103.749251919049,St. Anthony's Primary School
0,NORTH VISTA PRIMARY SCHOOL,20,COMPASSVALE LINK,NORTH VISTA PRIMARY SCHOOL,20 COMPASSVALE LINK NORTH VISTA PRIMARY SCHOOL SINGAPORE 544974,544974,34971.4042828046,40531.0861005448,1.38282243016299,103.895961877928,103.895961877928,North Vista Primary School
0,KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL),90,BUKIT BATOK EAST AVENUE 6,KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL),90 BUKIT BATOK EAST AVENUE 6 KNOWLEDGE PARK EDUCARE PTE LTD (KEMING PRIMARY SCHOOL) SINGAPORE 659762,659762,19386.7443935787,36355.9404942542,1.34506349843091,103.75592322797,103.75592322797,Keming Primary School
1,KEMING PRIMARY SCHOOL,90,BUKIT BATOK EAST AVENUE 6,KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762,659762,19445.3031655131,36407.3561431039,1.34552849960874,103.756449399351,103.756449399351,Keming Primary School
0,DAMAI PRIMARY SCHOOL,52,BEDOK RESERVOIR CRESCENT,DAMAI PRIMARY SCHOOL,52 BEDOK RESERVOIR CRESCENT DAMAI PRIMARY SCHOOL SINGAPORE 479226,479226,37788.0885467725,35294.1912929006,1.33546106800406,103.921270169613,103.921270169613,Damai Primary School
0,GEYLANG METHODIST SCHOOL (PRIMARY),4,GEYLANG EAST CENTRAL,GEYLANG METHODIST SCHOOL (PRIMARY),4 GEYLANG EAST CENTRAL GEYLANG METHODIST SCHOOL (PRIMARY) SINGAPORE 389706,389706,33623.1818729434,33318.1223668903,1.31759126757284,103.883845744916,103.883845744916,Geylang Methodist School (Primary)
0,SHG STUDENT CARE (BENDEMEER PRIMARY SCHOOL),91,BENDEMEER ROAD,SHG STUDENT CARE (BENDEMEER PRIMARY SCHOOL),91 BENDEMEER ROAD SHG STUDENT CARE (BENDEMEER PRIMARY SCHOOL) SINGAPORE 339948,339948,31564.9272895884,33828.6365878265,1.32220848530291,103.865351336085,103.865351336085,Bendemeer Primary School
1,BENDEMEER PRIMARY SCHOOL,91,BENDEMEER ROAD,BENDEMEER PRIMARY SCHOOL,91 BENDEMEER ROAD BENDEMEER PRIMARY SCHOOL SINGAPORE 339948,339948,31570.8074810533,33784.8514976725,1.32181250780475,103.865404167629,103.865404167629,Bendemeer Primary School
0,CHIJ (KATONG) PRIMARY,17,MARTIA ROAD,CHIJ (KATONG) PRIMARY,17 MARTIA ROAD CHIJ (KATONG) PRIMARY SINGAPORE 424821,424821,36656.9804726057,32090.1643723603,1.30648535277087,103.911105620496,103.911105620496,CHIJ (Katong) Primary
0,INNOVA PRIMARY SCHOOL,80,WOODLANDS DRIVE 17,INNOVA PRIMARY SCHOOL,80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888,737888,23246.8971469188,45633.4723797198,1.42896700684852,103.790607539185,103.790607539185,Innova Primary School
0,ADMIRALTY PRIMARY SCHOOL,11,WOODLANDS CIRCLE,ADMIRALTY PRIMARY SCHOOL,11 WOODLANDS CIRCLE ADMIRALTY PRIMARY SCHOOL SINGAPORE 738907,738907,24296.6250855923,47144.7700594738,1.4426347903311,103.800040119743,103.800040119743,Admiralty Primary School
1,THE LEARNING HARBOUR @ ADMIRALTY PRIMARY SCHOOL,11,WOODLANDS CIRCLE,THE LEARNING HARBOUR @ ADMIRALTY PRIMARY SCHOOL,11 WOODLANDS CIRCLE THE LEARNING HARBOUR @ ADMIRALTY PRIMARY SCHOOL SINGAPORE 738907,738907,24315.9398124339,47135.3542042952,1.44254963931583,103.800213682734,103.800213682734,Admiralty Primary School
0,TECK GHEE PRIMARY SCHOOL,1,ANG MO KIO STREET 32,TECK GHEE PRIMARY SCHOOL,1 ANG MO KIO STREET 32 TECK GHEE PRIMARY SCHOOL SINGAPORE 569299,569299,29962.9602906732,38625.285902936,1.36558782075966,103.850957126982,103.850957126982,Teck Ghee Primary School
0,WATERWAY PRIMARY SCHOOL,70,PUNGGOL DRIVE,WATERWAY PRIMARY SCHOOL,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802,828802,37493.0794339096,42300.9820826855,1.39882800626578,103.918621581556,103.918621581556,Waterway Primary School
0,ANDERSON PRIMARY SCHOOL,19,ANG MO KIO AVENUE 9,ANDERSON PRIMARY SCHOOL,19 ANG MO KIO AVENUE 9 ANDERSON PRIMARY SCHOOL SINGAPORE 569785,569785,28898.4776482461,40690.4297215287,1.38426429436736,103.841392081119,103.841392081119,Anderson Primary School
0,HONG WEN SCHOOL,30,TOWNER ROAD,HONG WEN SCHOOL,30 TOWNER ROAD HONG WEN SCHOOL SINGAPORE 327829,327829,30705.4493981982,33779.0355954058,1.32175999964553,103.857628468881,103.857628468881,Hong Wen School
0,JURONG WEST PRIMARY SCHOOL,30,JURONG WEST STREET 61,JURONG WEST PRIMARY SCHOOL,30 JURONG WEST STREET 61 JURONG WEST PRIMARY SCHOOL SINGAPORE 648368,648368,13029.9245329089,35705.1165225543,1.33917519796104,103.698803732244,103.698803732244,Jurong Primary School
1,JURONG PRIMARY SCHOOL,320,JURONG EAST STREET 32,JURONG PRIMARY SCHOOL,320 JURONG EAST STREET 32 JURONG PRIMARY SCHOOL SINGAPORE 609476,609476,16853.0771883978,36729.2343872562,1.34843859698946,103.733156566858,103.733156566858,Jurong Primary School
0,NAN CHIAU PRIMARY SCHOOL,50,ANCHORVALE LINK,NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK NAN CHIAU PRIMARY SCHOOL SINGAPORE 545080,545080,34439.3196740765,41569.2687405795,1.39221149906592,103.891180928186,103.891180928186,Nan Chiau Primary School
0,RIVERVALE PRIMARY SCHOOL,80,RIVERVALE DRIVE,RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092,545092,35928.1770641869,41701.8312798403,1.39340997767762,103.904559511997,103.904559511997,Rivervale Primary School
0,WEST SPRING PRIMARY SCHOOL,60,BUKIT PANJANG RING ROAD,WEST SPRING PRIMARY SCHOOL,60 BUKIT PANJANG RING ROAD WEST SPRING PRIMARY SCHOOL SINGAPORE 679946,679946,20530.0971989501,41262.9989389312,1.38944145898943,103.766195711835,103.766195711835,West Spring Primary School
0,BIG HEART STUDENT CARE (BOON LAY GARDEN PRIMARY SCHOOL),20,BOON LAY DRIVE,BIG HEART STUDENT CARE (BOON LAY GARDEN PRIMARY SCHOOL),20 BOON LAY DRIVE BIG HEART STUDENT CARE (BOON LAY GARDEN PRIMARY SCHOOL) SINGAPORE 649930,649930,14594.0803428125,36110.2863859087,1.34284013791617,103.712858381937,103.712858381937,Boon Lay Garden Primary School
1,BOON LAY GARDEN PRIMARY SCHOOL,20,BOON LAY DRIVE,BOON LAY GARDEN PRIMARY SCHOOL,20 BOON LAY DRIVE BOON LAY GARDEN PRIMARY SCHOOL SINGAPORE 649930,649930,14641.1027754331,36147.7026988044,1.34317853793318,103.713280889452,103.713280889452,Boon Lay Garden Primary School
0,BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL),31,SENJA ROAD,BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL),31 SENJA ROAD BIG HEART STUDENT CARE (WEST VIEW PRIMARY SCHOOL) SINGAPORE 677742,677742,19871.0048010657,40637.6069141179,1.38378546546228,103.760273432258,103.760273432258,West View Primary School
1,WEST VIEW PRIMARY SCHOOL,31,SENJA ROAD,WEST VIEW PRIMARY SCHOOL,31 SENJA ROAD WEST VIEW PRIMARY SCHOOL SINGAPORE 677742,677742,19867.3321747258,40625.4829824362,1.3836758200336,103.760240434318,103.760240434318,West View Primary School
0,CANTONMENT PRIMARY SCHOOL,1,CANTONMENT CLOSE,CANTONMENT PRIMARY SCHOOL,1 CANTONMENT CLOSE CANTONMENT PRIMARY SCHOOL SINGAPORE 088256,088256,28739.4305021614,28660.7930697445,1.27547252623201,103.839962631748,103.839962631748,Cantonment Primary School
0,TAMPINES PRIMARY SCHOOL,250,TAMPINES STREET 12,TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 TAMPINES PRIMARY SCHOOL SINGAPORE 529426,529426,40318.132583499,36877.4678724073,1.34977870805929,103.944004684986,103.944004684986,Tampines Primary School
1,AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL,250,TAMPINES STREET 12,AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL SINGAPORE 529426,529426,40270.0982013792,36955.7182075791,1.3504863946694,103.943573098509,103.943573098509,Tampines Primary School
2,TAMPINES NORTH PRIMARY SCHOOL,30,TAMPINES AVENUE 9,TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565,529565,40843.482626386,38060.3925251346,1.36047641484682,103.948725782833,103.948725782833,Tampines Primary School
3,BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL),30,TAMPINES AVENUE 9,BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL),30 TAMPINES AVENUE 9 BIG HEART STUDENT CARE (TAMPINES NORTH PRIMARY SCHOOL) SINGAPORE 529565,529565,40848.2810703805,38061.6583322138,1.36048786025607,103.948768900518,103.948768900518,Tampines Primary School
0,MARIS STELLA HIGH SCHOOL,25,MOUNT VERNON ROAD,MARIS STELLA HIGH SCHOOL,25 MOUNT VERNON ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 368051,368051,32956.1427672738,35950.1756834127,1.34139473351039,103.877852484979,103.877852484979,Maris Stella High School
1,MARIS STELLA HIGH SCHOOL,80,BARTLEY ROAD,MARIS STELLA HIGH SCHOOL,80 BARTLEY ROAD MARIS STELLA HIGH SCHOOL SINGAPORE 539786,539786,32983.2916958053,36037.4445459433,1.34218395739981,103.87809644863,103.87809644863,Maris Stella High School
0,WHITE SANDS PRIMARY SCHOOL,2,PASIR RIS STREET 11,WHITE SANDS PRIMARY SCHOOL,2 PASIR RIS STREET 11 WHITE SANDS PRIMARY SCHOOL SINGAPORE 519075,519075,42200.4040547684,38622.2636750303,1.36555714668553,103.960918869319,103.960918869319,White Sands Primary School
1,LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL),2,PASIR RIS STREET 11,LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL),2 PASIR RIS STREET 11 LEARNING LEAP PTE LTD (WHITE SANDS PRIMARY SCHOOL) SINGAPORE 519075,519075,42194.0540739279,38630.9946565423,1.36563610941695,103.960861814678,103.960861814678,White Sands Primary School
0,FIRST TOA PAYOH PRIMARY SCHOOL,7,LORONG 8 TOA PAYOH,FIRST TOA PAYOH PRIMARY SCHOOL,7 LORONG 8 TOA PAYOH FIRST TOA PAYOH PRIMARY SCHOOL SINGAPORE 319252,319252,30471.8817195026,35831.634454662,1.34032299499938,103.855529906182,103.855529906182,First Toa Payoh Primary School
0,CHIJ OUR LADY QUEEN OF PEACE,4,CHESTNUT DRIVE,CHIJ OUR LADY QUEEN OF PEACE,4 CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679287,679287,20665.4072236279,38737.7066427004,1.366603668561,103.767412204602,103.767412204602,CHIJ Our Lady Queen of Peace
1,CHIJ OUR LADY QUEEN OF PEACE,4A,CHESTNUT DRIVE,CHIJ OUR LADY QUEEN OF PEACE,4A CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679330,679330,20813.0919199651,38721.8321143519,1.36646014136363,103.768739256709,103.768739256709,CHIJ Our Lady Queen of Peace
0,NEW TOWN PRIMARY SCHOOL,300,TANGLIN HALT ROAD,NEW TOWN PRIMARY SCHOOL,300 TANGLIN HALT ROAD NEW TOWN PRIMARY SCHOOL SINGAPORE 148812,148812,24303.310102744,31333.338985689,1.29964188181021,103.80010216304,103.80010216304,New Town Primary School
0,EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR),16,WINSTEDT ROAD,EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR),16 WINSTEDT ROAD EPWORTH STUDENT CARE (ANGLO-CHINESE SCHOOL JUNIOR) SINGAPORE 227988,227988,28916.3166898089,32403.7520947009,1.30932252730174,103.841552127373,103.841552127373,Anglo-Chinese School (Junior)
1,ANGLO-CHINESE SCHOOL (JUNIOR),16,WINSTEDT ROAD,ANGLO-CHINESE SCHOOL (JUNIOR),16 WINSTEDT ROAD ANGLO-CHINESE SCHOOL (JUNIOR) SINGAPORE 227988,227988,28849.3350947062,32406.8353125956,1.30935041274966,103.840950265464,103.840950265464,Anglo-Chinese School (Junior)
0,BUKIT PANJANG PRIMARY SCHOOL,109,CASHEW ROAD,BUKIT PANJANG PRIMARY SCHOOL,109 CASHEW ROAD BUKIT PANJANG PRIMARY SCHOOL SINGAPORE 679676,679676,20883.8530479269,39513.7297099214,1.37362179302436,103.769374904025,103.769374904025,Bukit Panjang Primary School
0,KRANJI PRIMARY SCHOOL,11,CHOA CHU KANG STREET 54,KRANJI PRIMARY SCHOOL,11 CHOA CHU KANG STREET 54 KRANJI PRIMARY SCHOOL SINGAPORE 689189,689189,18434.245239621,41718.5305804759,1.39356050497104,103.747362720939,103.747362720939,Kranji Primary School
0,WOODGROVE PRIMARY SCHOOL,2,WOODLANDS DRIVE 14,WOODGROVE PRIMARY SCHOOL,2 WOODLANDS DRIVE 14 WOODGROVE PRIMARY SCHOOL SINGAPORE 738079,738079,23246.5605064044,46090.8542425744,1.43310340168966,103.790604437613,103.790604437613,Woodgrove Primary School
